Player,Salary,Salary adjusted by inflation,Season
Glen Rice,8800000,12745020,2001/02
Derrick Coleman,8710000,12614673,2001/02
Jason Kidd,8447500,12234495,2001/02
Kenny Anderson,8350000,12093286,2001/02
Kerry Kittles,8166667,11827765,2001/02
Matt Geiger,8142160,11792272,2001/02
Elden Campbell,7975000,11550174,2001/02
Toni Kukoc,7906783,11451376,2001/02
Clifford Robinson,7656250,11088529,2001/02
Marcus Camby,7300000,10572573,2001/02
Chris Dudley,7200000,10427743,2001/02
Dale Davis,7010000,10152567,2001/02
John Stockton,7000000,10138084,2001/02
Jamal Mashburn,6975000,10101876,2001/02
Greg Ostertag,6933328,10041523,2001/02
Ron Mercer,6750000,9776009,2001/02
Tyrone Hill,6600000,9558765,2001/02
Charles Oakley,6545000,9479108,2001/02
Donyell Marshall,6510000,9428418,2001/02
Alan Henderson,6500312,9414387,2001/02
Maurice Taylor,6500000,9413935,2001/02
Derek Anderson,6495000,9406693,2001/02
PJ Brown,6404800,9276057,2001/02
Jermaine O'Neal,6325000,9160483,2001/02
Luc Longley,6325000,9160483,2001/02
Austin Croshere,6310000,9138758,2001/02
Wesley Person,6300000,9124275,2001/02
Erick Dampier,6235000,9030136,2001/02
Kelvin Cato,6048000,8759304,2001/02
Jim McIlvaine,6000000,8689786,2001/02
Derrick McKey,6000000,8689786,2001/02
Bo Outlaw,6000000,8689786,2001/02
Jerry Stackhouse,5843750,8463489,2001/02
Steve Nash,5750000,8327712,2001/02
Isaac Austin,5695715,8249091,2001/02
Lorenzen Wright,5500000,7965637,2001/02
Shandon Anderson,5500000,7965637,2001/02
Nick Anderson,5401906,7823568,2001/02
Chris Mills,5400000,7820807,2001/02
Mookie Blaylock,5400000,7820807,2001/02
Alvin Williams,5350000,7748392,2001/02
Robert Horry,5300000,7675978,2001/02
Loy Vaught,5222025,7563047,2001/02
Bobby Phills,5220000,7560114,2001/02
Bob Sura,5213333,7550458,2001/02
Doug Christie,5200000,7531148,2001/02
Chris Childs,5200000,7531148,2001/02
Eddie Robinson,5170000,7487699,2001/02
Bryon Russell,5142857,7448388,2001/02
Charlie Ward,5110000,7400801,2001/02
Tariq Abdul-Wahad,5062500,7332007,2001/02
Hakeem Olajuwon,5061539,7330615,2001/02
Walt Williams,5000000,7241488,2001/02
Predrag Stojakovic,5000000,7241488,2001/02
Jerome Williams,5000000,7241488,2001/02
Jason Caffey,4812500,6969932,2001/02
Howard Eisley,4781250,6924673,2001/02
Vitaly Potapenko,4762500,6897518,2001/02
Rod Strickland,4750000,6879413,2001/02
Ben Wallace,4700000,6806999,2001/02
Brent Barry,4680000,6778033,2001/02
Michael Olowokandi,4662472,6752647,2001/02
Scott Williams,4650000,6734584,2001/02
Danny Fortson,4649534,6733909,2001/02
Clarence Weatherspoon,4638000,6717204,2001/02
Calvin Booth,4539000,6573823,2001/02
Todd MacCulloch,4538000,6572375,2001/02
Avery Johnson,4538000,6572375,2001/02
Anthony Mason,4538000,6572375,2001/02
Joe Smith,4538000,6572375,2001/02
Ruben Patterson,4538000,6572375,2001/02
Nazr Mohammed,4500000,6517339,2001/02
Shawn Bradley,4500000,6517339,2001/02
Brevin Knight,4500000,6517339,2001/02
Christian Laettner,4500000,6517339,2001/02
Eric Williams,4448000,6442028,2001/02
Cuttino Mobley,4413375,6391881,2001/02
Kurt Thomas,4413375,6391881,2001/02
Rashard Lewis,4413375,6391881,2001/02
Jahidi White,4413375,6391881,2001/02
Brad Miller,4400000,6372510,2001/02
Adonal Foyle,4400000,6372510,2001/02
Sam Cassell,4350000,6300095,2001/02
Scot Pollard,4344187,6291676,2001/02
Voshon Lenard,4252435,6158792,2001/02
Mike Bibby,4174893,6046488,2001/02
Darrell Armstrong,4005000,5800432,2001/02
Corliss Williamson,4000000,5793191,2001/02
Aaron McKie,4000000,5793191,2001/02
Elton Brand,3882360,5622813,2001/02
Derek Strong,3861000,5591877,2001/02
Mark Jackson,3860000,5590429,2001/02
Rex Chapman,3850000,5575946,2001/02
Michael Stewart,3840000,5561463,2001/02
Kenyon Martin,3801960,5506370,2001/02
Rick Fox,3791250,5490858,2001/02
Raef LaFrentz,3755142,5438563,2001/02
Lamond Murray,3750000,5431116,2001/02
Eric Snow,3750000,5431116,2001/02
Kwame Brown,3697440,5354994,2001/02
Brent Price,3680000,5329735,2001/02
Ervin Johnson,3670929,5316598,2001/02
Tony Battie,3600000,5213871,2001/02
Moochie Norris,3600000,5213871,2001/02
Travis Knight,3600000,5213871,2001/02
Jud Buechler,3600000,5213871,2001/02
Zeljko Rebraca,3500000,5069042,2001/02
Steve Francis,3473520,5030691,2001/02
Lindsey Hunter,3425760,4961520,2001/02
Stromile Swift,3401640,4926587,2001/02
Tracy Murray,3400000,4924212,2001/02
Antawn Jamison,3388176,4907087,2001/02
Travis Best,3375000,4888004,2001/02
Tim Hardaway,3360390,4866845,2001/02
Tyson Chandler,3308160,4791200,2001/02
Chucky Atkins,3300000,4779382,2001/02
Tyrone Nesby,3260000,4721450,2001/02
Marc Jackson,3250000,4706967,2001/02
Anthony Carter,3250000,4706967,2001/02
David Wesley,3240000,4692484,2001/02
Dean Garrett,3240000,4692484,2001/02
Jon Barry,3175000,4598345,2001/02
Walter McCarty,3125000,4525930,2001/02
Baron Davis,3119400,4517820,2001/02
Vince Carter,3073032,4450665,2001/02
Darius Miles,3054840,4424317,2001/02
Evan Eschmeyer,3038000,4399928,2001/02
Lawrence Funderburke,3025000,4381100,2001/02
Jaren Jackson,3020834,4375067,2001/02
Greg Anthony,3000000,4344893,2001/02
Cedric Henderson,3000000,4344893,2001/02
Kevin Willis,3000000,4344893,2001/02
Eric Piatkowski,3000000,4344893,2001/02
Derek Fisher,3000000,4344893,2001/02
LaPhonso Ellis,3000000,4344893,2001/02
Antonio Daniels,3000000,4344893,2001/02
Anthony Peeler,2978500,4313754,2001/02
Pau Gasol,2970840,4302660,2001/02
Andrew DeClercq,2900000,4200063,2001/02
Lamar Odom,2812320,4073076,2001/02
Robert Traylor,2793505,4045827,2001/02
Marcus Fizer,2754120,3988785,2001/02
Chris Whitney,2700000,3910403,2001/02
Eddy Curry,2678400,3879120,2001/02
Johnny Newman,2675000,3874195,2001/02
John Wallace,2630000,3809023,2001/02
Jason Williams,2554072,3699056,2001/02
Jonathan Bender,2546760,3688466,2001/02
Matt Maloney,2543750,3684107,2001/02
Mikki Moore,2531250,3666003,2001/02
Chris Gatling,2504227,3626866,2001/02
Chris Crawford,2500000,3620744,2001/02
Mike Miller,2494080,3612170,2001/02
Eric Montross,2480000,3591778,2001/02
Randy Brown,2475000,3584536,2001/02
Aaron Williams,2475000,3584536,2001/02
Chauncey Billups,2475000,3584536,2001/02
Othella Harrington,2475000,3584536,2001/02
Tony Delk,2475000,3584536,2001/02
Bobby Jackson,2475000,3584536,2001/02
John Starks,2475000,3584536,2001/02
Jason Richardson,2425440,3512759,2001/02
Horace Grant,2419580,3504272,2001/02
Hubert Davis,2418750,3503070,2001/02
Steve Kerr,2406250,3484966,2001/02
Jamie Feick,2400000,3475914,2001/02
Lucious Harris,2400000,3475914,2001/02
George Lynch,2400000,3475914,2001/02
Stacey Augmon,2400000,3475914,2001/02
Calbert Cheaney,2400000,3475914,2001/02
George McCloud,2400000,3475914,2001/02
Michael Curry,2400000,3475914,2001/02
Sean Rooks,2400000,3475914,2001/02
Grant Long,2400000,3475914,2001/02
Rodney Rogers,2400000,3475914,2001/02
Terry Porter,2400000,3475914,2001/02
Michael Smith,2400000,3475914,2001/02
Larry Hughes,2343635,3394281,2001/02
Wally Szczerbiak,2313240,3350260,2001/02
Malik Rose,2285000,3309360,2001/02
Vinny Del Negro,2275000,3294877,2001/02
DerMarr Johnson,2265240,3280742,2001/02
Shane Battier,2203080,3190715,2001/02
Bimbo Coles,2200000,3186255,2001/02
John Amaechi,2175000,3150047,2001/02
Dirk Nowitzki,2157595,3124839,2001/02
Patrick Ewing,2118420,3068102,2001/02
Richard Hamilton,2111640,3058283,2001/02
Dell Curry,2100000,3041425,2001/02
Chris Mihm,2067960,2995021,2001/02
Paul Pierce,2051271,2970851,2001/02
Bonzi Wells,2028239,2937493,2001/02
Eddie Griffin,2011080,2912642,2001/02
Michael Doleac,2000856,2897835,2001/02
Bryant Stith,2000000,2896595,2001/02
Cory Alexander,1995741,2890427,2001/02
Keon Clark,1971163,2854830,2001/02
Michael Dickerson,1940702,2810714,2001/02
Andre Miller,1934520,2801760,2001/02
Matt Harpring,1908401,2763932,2001/02
Jamal Crawford,1894560,2743886,2001/02
Lorenzo Williams,1880000,2722799,2001/02
DeSagana Diop,1842480,2668459,2001/02
Tom Hammonds,1800000,2606935,2001/02
Shawn Marion,1778160,2575305,2001/02
Greg Foster,1764247,2555154,2001/02
Darvin Ham,1760000,2549004,2001/02
Shammond Williams,1750000,2534521,2001/02
Joel Przybilla,1741440,2522123,2001/02
Radoslav Nesterovic,1725788,2499454,2001/02
Tyronn Lue,1700000,2462106,2001/02
Rodney White,1693560,2452779,2001/02
Jason Terry,1689360,2446696,2001/02
Keyon Dooling,1654320,2395947,2001/02
Tony Massenburg,1650000,2389691,2001/02
Corie Blount,1609235,2330651,2001/02
Joe Johnson,1608840,2330079,2001/02
Trajan Langdon,1604880,2324344,2001/02
Fred Hoiberg,1600000,2317276,2001/02
Dana Barros,1600000,2317276,2001/02
Jerome Moiso,1571640,2276202,2001/02
Pat Garrity,1569691,2273379,2001/02
Kendall Gill,1538000,2227481,2001/02
Kedrick Brown,1528440,2213636,2001/02
Aleksandar Radojevic,1524600,2208074,2001/02
Muggsy Bogues,1520860,2202658,2001/02
Roshown McLeod,1509001,2185482,2001/02
Danny Manning,1500000,2172446,2001/02
Popeye Jones,1500000,2172446,2001/02
Ricky Davis,1496400,2167232,2001/02
Etan Thomas,1493040,2162366,2001/02
Brian Skinner,1483461,2148493,2001/02
Vladimir Radmanovic,1452000,2102928,2001/02
Corey Maggette,1448400,2097714,2001/02
Al Harrington,1436982,2081177,2001/02
Courtney Alexander,1418400,2054265,2001/02
Samaki Walker,1400000,2027616,2001/02
Richard Jefferson,1379400,1997781,2001/02
William Avery,1375920,1992741,2001/02
Mateen Cleaves,1347480,1951552,2001/02
Will Perdue,1320000,1911753,2001/02
Troy Murphy,1310400,1897849,2001/02
Bryce Drew,1300000,1882787,2001/02
Matt Bullard,1300000,1882787,2001/02
Eldridge Recasner,1300000,1882787,2001/02
Jason Collier,1280040,1853879,2001/02
Steven Hunter,1244880,1802956,2001/02
Metta World Peace,1241760,1798438,2001/02
Hidayet Turkoglu,1216080,1761245,2001/02
Greg Buckner,1200000,1737957,2001/02
Kirk Haston,1182600,1712756,2001/02
Cal Bowdler,1179720,1708585,2001/02
Desmond Mason,1155240,1673131,2001/02
Michael Bradley,1123560,1627249,2001/02
James Posey,1120680,1623078,2001/02
Quentin Richardson,1097520,1589535,2001/02
Quincy Lewis,1070280,1550084,2001/02
Jason Collins,1067400,1545913,2001/02
Jamaal Magloire,1048080,1517931,2001/02
Dion Glover,1027440,1488039,2001/02
Zach Randolph,1019280,1476220,2001/02
Michael Ruffin,1009147,1461544,2001/02
Speedy Claxton,1006200,1457277,2001/02
Sam Mitchell,1000000,1448297,2001/02
Felton Spencer,1000000,1448297,2001/02
Don Reid,1000000,1448297,2001/02
Dan Majerle,1000000,1448297,2001/02
Danny Ferry,1000000,1448297,2001/02
Mark Bryant,1000000,1448297,2001/02
John Crotty,1000000,1448297,2001/02
Michael Jordan,1000000,1448297,2001/02
Jeff Foster,986400,1428600,2001/02
Brendan Haywood,978600,1417304,2001/02
Morris Peterson,966000,1399055,2001/02
Don MacLean,965850,1398838,2001/02
Brian Shaw,963415,1395311,2001/02
Kenny Thomas,946920,1371422,2001/02
Tim James,943252,1366108,2001/02
Joseph Forte,939360,1360472,2001/02
Donnell Harvey,927360,1343093,2001/02
Jeryl Sasser,901800,1306074,2001/02
DeShawn Stevenson,890280,1289390,2001/02
Brandon Armstrong,865800,1253936,2001/02
Dalibor Bagaric,854640,1237773,2001/02
Devean George,834250,1208242,2001/02
Andrei Kirilenko,831120,1203709,2001/02
Iakovos Tsakalidis,820400,1188183,2001/02
Vonteego Cummings,810000,1173121,2001/02
Gerald Wallace,797880,1155567,2001/02
Mamadou N'diaye,793200,1148789,2001/02
Jim Jackson,789170,1142953,2001/02
Jumaine Jones,786600,1139231,2001/02
Scott Padgett,781680,1132105,2001/02
Darrick Martin,778350,1127282,2001/02
Carlos Rogers,778350,1127282,2001/02
Monty Williams,778350,1127282,2001/02
Samuel Dalembert,771480,1117332,2001/02
Mark Madsen,759960,1100648,2001/02
Jamaal Tinsley,749160,1085006,2001/02
Primoz Brezec,749160,1085006,2001/02
Tony Parker,744480,1078228,2001/02
Emanual Davis,715850,1036763,2001/02
Mark Strickland,715850,1036763,2001/02
Gary Trent,715850,1036763,2001/02
Larry Robinson,715850,1036763,2001/02
Antonio Harvey,715850,1036763,2001/02
Mitchell Butler,715850,1036763,2001/02
Bruce Bowen,715850,1036763,2001/02
Cherokee Parks,715850,1036763,2001/02
Milt Palacio,690000,999325,2001/02
Victor Alexander,653350,946245,2001/02
Earl Boykins,650000,941393,2001/02
Reggie Slater,646011,935616,2001/02
Erick Barkley,638000,924013,2001/02
Erick Strickland,637415,923166,2001/02
Ryan Bowen,630850,913658,2001/02
Laron Profit,630850,913658,2001/02
Rafer Alston,625000,905186,2001/02
Harold Jamison,600000,868978,2001/02
Jacque Vaughn,590850,855726,2001/02
Kevin Ollie,590850,855726,2001/02
Shawnelle Scott,590850,855726,2001/02
Jeff McInnis,590850,855726,2001/02
Mark Pope,590850,855726,2001/02
Troy Hudson,590850,855726,2001/02
Rick Brunson,590850,855726,2001/02
Stephen Jackson,590850,855726,2001/02
Adrian Griffin,565850,819519,2001/02
Damon Jones,565850,819519,2001/02
Bruno Sundov,565850,819519,2001/02
Jelani McCoy,565850,819519,2001/02
Sean Marks,565850,819519,2001/02
Vladimir Stepania,565850,819519,2001/02
Felipe Lopez,565850,819519,2001/02
Ruben Wolkowyski,545385,789879,2001/02
Mark Blount,540850,783311,2001/02
Derrick Dial,540850,783311,2001/02
Obinna Ekezie,540850,783311,2001/02
Raja Bell,540850,783311,2001/02
Charles Smith,540850,783311,2001/02
Leon Smith,517360,749291,2001/02
Rodney Buford,481488,697337,2001/02
Predrag Drobnjak,478558,693094,2001/02
Vernon Maxwell,473000,685044,2001/02
Hanno Mottola,465850,674689,2001/02
Steve Goodrich,465850,674689,2001/02
Lee Nailon,465850,674689,2001/02
Chris Porter,465850,674689,2001/02
AJ Guyton,465850,674689,2001/02
Soumaila Samake,465850,674689,2001/02
Eduardo Najera,465850,674689,2001/02
Khalid El-Amin,465850,674689,2001/02
Wang Zhizhi,465850,674689,2001/02
Zendon Hamilton,465850,674689,2001/02
Brian Cardinal,465850,674689,2001/02
Dan Langhi,465850,674689,2001/02
Stanislav Medvedenko,465850,674689,2001/02
Eddie House,465850,674689,2001/02
Jason Hart,465850,674689,2001/02
Michael Redd,465850,674689,2001/02
Lavor Postell,465850,674689,2001/02
Art Long,465850,674689,2001/02
Jerome James,465850,674689,2001/02
Olumide Oyedeji,465850,674689,2001/02
Daniel Santiago,465850,674689,2001/02
Jake Voskuhl,465850,674689,2001/02
Jabari Smith,465850,674689,2001/02
Amal McCaskill,465850,674689,2001/02
Terence Morris,420000,608285,2001/02
Brian Scalabrine,332817,482018,2001/02
Trenton Hassell,332817,482018,2001/02
Jeff Trepagnier,332817,482018,2001/02
Kenny Satterfield,332817,482018,2001/02
Ratko Varda,332817,482018,2001/02
Dean Oliver,332817,482018,2001/02
Gilbert Arenas,332817,482018,2001/02
Oscar Torres,332817,482018,2001/02
Tierre Brown,332817,482018,2001/02
Jamison Brewer,332817,482018,2001/02
Norm Richardson,332817,482018,2001/02
Antonis Fotsis,332817,482018,2001/02
Willie Solomon,332817,482018,2001/02
Ernest Brown,332817,482018,2001/02
Malik Allen,332817,482018,2001/02
Loren Woods,332817,482018,2001/02
Maurice Evans,332817,482018,2001/02
Earl Watson,332817,482018,2001/02
Alvin Jones,332817,482018,2001/02
Damone Brown,332817,482018,2001/02
Alton Ford,332817,482018,2001/02
Ruben Boumtje-Boumtje,332817,482018,2001/02
Carlos Arroyo,332817,482018,2001/02
Jarron Collins,332817,482018,2001/02
Bobby Simmons,332817,482018,2001/02
Omar Cook,292230,423236,2001/02
Chris Andersen,288171,417357,2001/02
Sam Mack,174598,252869,2001/02
Isaiah Rider,112797,163363,2001/02
Charlie Bell,89292,129321,2001/02
Tang Hamilton,60881,88173,2001/02
Joe Crispin,48705,70539,2001/02
Mike Penberthy,28405,41138,2001/02
Dickey Simpkins,26190,37930,2001/02
Kevin Garnett,19610000,29323661,2000/01
Shaquille O'Neal,19285715,28838744,2000/01
Alonzo Mourning,16880000,25241376,2000/01
Juwan Howard,16875000,25233900,2000/01
Hakeem Olajuwon,16700000,24972215,2000/01
Karl Malone,15750000,23551640,2000/01
David Robinson,14700000,21981530,2000/01
Dikembe Mutombo,14400000,21532928,2000/01
Patrick Ewing,14000000,20934791,2000/01
Jayson Williams,13800000,20635722,2000/01
Scottie Pippen,13750000,20560955,2000/01
Rasheed Wallace,12600000,18841312,2000/01
Gary Payton,12200000,18243175,2000/01
Tim Hardaway,12000000,17944106,2000/01
Chris Webber,12000000,17944106,2000/01
Shawn Kemp,11720000,17525410,2000/01
Damon Stoudamire,11250000,16822600,2000/01
Arvydas Sabonis,11250000,16822600,2000/01
Larry Johnson,11000000,16448764,2000/01
John Stockton,11000000,16448764,2000/01
Antonio McDyess,10800000,16149696,2000/01
Reggie Miller,10670000,15955301,2000/01
Antoine Walker,10130000,15147816,2000/01
Stephon Marbury,10130000,15147816,2000/01
Zydrunas Ilgauskas,10130000,15147816,2000/01
Kobe Bryant,10130000,15147816,2000/01
Shareef Abdur-Rahim,10130000,15147816,2000/01
Ray Allen,10130000,15147816,2000/01
Vin Baker,10130000,15147816,2000/01
Allen Iverson,10130000,15147816,2000/01
Anfernee Hardaway,10130000,15147816,2000/01
Latrell Sprewell,10125000,15140340,2000/01
Bryant Reeves,10110000,15117909,2000/01
Mitch Richmond,10000000,14953422,2000/01
Rod Strickland,10000000,14953422,2000/01
Jalen Rose,9660000,14445005,2000/01
Grant Hill,9660000,14445005,2000/01
Tracy McGrady,9660000,14445005,2000/01
Tim Duncan,9660000,14445005,2000/01
Vlade Divac,9640000,14415099,2000/01
Tom Gugliotta,9360000,13996403,2000/01
Nick Van Exel,9200000,13757148,2000/01
Keith Van Horn,9000000,13458080,2000/01
Allan Houston,9000000,13458080,2000/01
Eddie Jones,8960000,13398266,2000/01
Brian Grant,8900000,13308545,2000/01
Tim Thomas,8510000,12725362,2000/01
Michael Finley,8400000,12560874,2000/01
Shawn Bradley,8370000,12516014,2000/01
Terrell Brandon,8330000,12456200,2000/01
Glenn Robinson,8120000,12142178,2000/01
Steve Smith,8100000,12112272,2000/01
Elden Campbell,8050000,12037504,2000/01
Danny Manning,8030000,12007597,2000/01
Derrick Coleman,8000000,11962737,2000/01
Avery Johnson,8000000,11962737,2000/01
Theo Ratliff,7800000,11663669,2000/01
Kerry Kittles,7770000,11618809,2000/01
Jason Kidd,7680000,11484228,2000/01
Glen Rice,7578900,11333049,2000/01
Kenny Anderson,7520000,11244973,2000/01
Matt Geiger,7515840,11238752,2000/01
Tyrone Hill,7300000,10915998,2000/01
Kendall Gill,7000000,10467395,2000/01
Clifford Robinson,6890000,10302907,2000/01
Christian Laettner,6625000,9906642,2000/01
Horace Grant,6500000,9719724,2000/01
Jamal Mashburn,6200000,9271121,2000/01
Chris Dudley,6200000,9271121,2000/01
Toni Kukoc,6000000,8972053,2000/01
Dale Davis,6000000,8972053,2000/01
Bryant Stith,5920000,8852425,2000/01
Alan Henderson,5910000,8837472,2000/01
Charles Oakley,5760000,8613171,2000/01
Marcus Camby,5750000,8598217,2000/01
Luc Longley,5750000,8598217,2000/01
PJ Brown,5740000,8583264,2000/01
Jermaine O'Neal,5710000,8538404,2000/01
Donyell Marshall,5630000,8418776,2000/01
Erick Dampier,5610000,8388869,2000/01
Wesley Person,5600000,8373916,2000/01
Chris Gatling,5550000,8299149,2000/01
Anthony Mason,5550000,8299149,2000/01
Ron Mercer,5520000,8254289,2000/01
Steve Nash,5500000,8224382,2000/01
Isaac Austin,5500000,8224382,2000/01
Antonio Davis,5500000,8224382,2000/01
Jim McIlvaine,5400000,8074848,2000/01
Derrick McKey,5400000,8074848,2000/01
Kelvin Cato,5330000,7970174,2000/01
Jerry Stackhouse,5310000,7940267,2000/01
Austin Croshere,5300000,7925313,2000/01
Sean Elliott,5300000,7925313,2000/01
Greg Ostertag,5200000,7775779,2000/01
Charlie Ward,5040000,7536524,2000/01
Lorenzen Wright,4950000,7401944,2000/01
Loy Vaught,4812025,7195624,2000/01
Chris Mills,4800000,7177642,2000/01
Mookie Blaylock,4800000,7177642,2000/01
Robert Horry,4800000,7177642,2000/01
Hersey Hawkins,4760000,7117828,2000/01
Chris Childs,4680000,6998201,2000/01
Chris Mullin,4650000,6953341,2000/01
Bobby Phills,4640000,6938387,2000/01
Bryon Russell,4570000,6833713,2000/01
Tariq Abdul-Wahad,4500000,6729040,2000/01
Bo Outlaw,4500000,6729040,2000/01
Bob Sura,4390000,6564552,2000/01
Jason Caffey,4380000,6549598,2000/01
Robert Pack,4320000,6459878,2000/01
Brent Barry,4320000,6459878,2000/01
Vitaly Potapenko,4290000,6415018,2000/01
Brevin Knight,4250000,6355204,2000/01
Howard Eisley,4250000,6355204,2000/01
Walt Williams,4250000,6355204,2000/01
Scott Williams,4200000,6280437,2000/01
Dan Majerle,4050000,6056136,2000/01
Brad Miller,4000000,5981368,2000/01
Ben Wallace,4000000,5981368,2000/01
Duane Causwell,4000000,5981368,2000/01
Sam Cassell,4000000,5981368,2000/01
Danny Fortson,3950000,5906601,2000/01
Corliss Williamson,3940000,5891648,2000/01
Cedric Ceballos,3937500,5887910,2000/01
Jahidi White,3922000,5864732,2000/01
